date,transport_type,ridership,year
2020-04-07,ferry,7122.0,2020
2020-04-08,ferry,6245.0,2020
2020-04-09,ferry,5556.0,2020
2020-04-10,ferry,5469.0,2020
2020-04-11,ferry,4112.0,2020
2020-04-12,ferry,3572.0,2020
2020-04-13,ferry,5258.0,2020
2020-04-14,ferry,6284.0,2020
2020-04-15,ferry,6410.0,2020
2020-04-16,ferry,6490.0,2020
2020-04-17,ferry,6489.0,2020
2020-04-18,ferry,4007.0,2020
2020-04-19,ferry,4032.0,2020
2020-04-20,ferry,6501.0,2020
2020-04-21,ferry,5981.0,2020
2020-04-22,ferry,6818.0,2020
2020-04-23,ferry,6362.0,2020
2020-04-24,ferry,6392.0,2020
2020-04-25,ferry,5313.0,2020
2020-04-26,ferry,3734.0,2020
2020-04-27,ferry,6699.0,2020
2020-04-28,ferry,7399.0,2020
2020-04-29,ferry,7121.0,2020
2020-04-30,ferry,6476.0,2020
2020-05-01,ferry,8051.0,2020
2020-05-02,ferry,6933.0,2020
2020-05-03,ferry,5909.0,2020
2020-05-04,ferry,8878.0,2020
2020-05-05,ferry,8658.0,2020
2020-05-06,ferry,8297.0,2020
2020-05-07,ferry,9242.0,2020
2020-05-08,ferry,8648.0,2020
2020-05-09,ferry,6219.0,2020
2020-05-10,ferry,6561.0,2020
2020-05-11,ferry,8676.0,2020
2020-05-12,ferry,8907.0,2020
2020-05-13,ferry,9023.0,2020
2020-05-14,ferry,9114.0,2020
2020-05-15,ferry,9661.0,2020
2020-05-16,ferry,8004.0,2020
2020-05-17,ferry,6442.0,2020
2020-05-18,ferry,9724.0,2020
2020-05-19,ferry,9938.0,2020
2020-05-20,ferry,9905.0,2020
2020-05-21,ferry,10219.0,2020
2020-05-22,ferry,10417.0,2020
2020-05-23,ferry,6353.0,2020
2020-05-24,ferry,7587.0,2020
2020-05-25,ferry,8032.0,2020
2020-05-26,ferry,11222.0,2020
2020-05-27,ferry,11746.0,2020
2020-05-28,ferry,10900.0,2020
2020-05-29,ferry,11034.0,2020
2020-05-30,ferry,8407.0,2020
2020-05-31,ferry,7730.0,2020
2020-06-01,ferry,12095.0,2020
2020-06-02,ferry,11944.0,2020
2020-06-03,ferry,11037.0,2020
2020-06-04,ferry,11627.0,2020
2020-06-05,ferry,11120.0,2020
2020-06-06,ferry,8553.0,2020
2020-06-07,ferry,8250.0,2020
2020-06-08,ferry,13533.0,2020
2020-06-09,ferry,14061.0,2020
2020-06-10,ferry,14564.0,2020
2020-06-11,ferry,12857.0,2020
2020-06-12,ferry,15153.0,2020
2020-06-13,ferry,11453.0,2020
2020-06-14,ferry,10096.0,2020
2020-06-15,ferry,14757.0,2020
2020-06-16,ferry,15162.0,2020
2020-06-17,ferry,15450.0,2020
2020-06-18,ferry,15197.0,2020
2020-06-19,ferry,16363.0,2020
2020-06-20,ferry,11830.0,2020
2020-06-21,ferry,10742.0,2020
2020-06-22,ferry,16595.0,2020
2020-06-23,ferry,16771.0,2020
2020-06-24,ferry,16952.0,2020
2020-06-25,ferry,17267.0,2020
2020-06-26,ferry,17779.0,2020
2020-06-27,ferry,11618.0,2020
2020-06-28,ferry,11277.0,2020
2020-06-29,ferry,17666.0,2020
2020-06-30,ferry,17524.0,2020
2020-07-01,ferry,17590.0,2020
2020-07-02,ferry,19050.0,2020
2020-07-03,ferry,14913.0,2020
2020-07-04,ferry,15041.0,2020
2020-07-05,ferry,12624.0,2020
2020-07-06,ferry,17589.0,2020
2020-07-07,ferry,18835.0,2020
2020-07-08,ferry,18631.0,2020
2020-07-09,ferry,20062.0,2020
2020-07-10,ferry,15484.0,2020
2020-07-11,ferry,12965.0,2020
2020-07-12,ferry,14399.0,2020
2020-07-13,ferry,19074.0,2020
2020-07-14,ferry,20087.0,2020
2020-07-15,ferry,19337.0,2020
2020-07-16,ferry,20411.0,2020
2020-07-17,ferry,18891.0,2020
2020-07-18,ferry,15930.0,2020
2020-07-19,ferry,12456.0,2020
2020-07-20,ferry,18235.0,2020
2020-07-21,ferry,20001.0,2020
2020-07-22,ferry,19404.0,2020
2020-07-23,ferry,18869.0,2020
2020-07-24,ferry,19029.0,2020
2020-07-25,ferry,17122.0,2020
2020-07-26,ferry,13953.0,2020
2020-07-27,ferry,19752.0,2020
2020-07-28,ferry,19590.0,2020
2020-07-29,ferry,20955.0,2020
2020-07-30,ferry,20400.0,2020
2020-07-31,ferry,20063.0,2020
2020-08-01,ferry,17929.0,2020
2020-08-02,ferry,13402.0,2020
2020-08-03,ferry,20802.0,2020
2020-08-04,ferry,13318.0,2020
2020-08-05,ferry,21645.0,2020
2020-08-06,ferry,21387.0,2020
2020-08-07,ferry,20057.0,2020
2020-08-08,ferry,15124.0,2020
