date,ridership,transport_type,year
2022-03-13,1479406.0,subway,2022
2022-03-14,3008800.0,subway,2022
2022-03-15,3275906.0,subway,2022
2022-03-16,3332335.0,subway,2022
2022-03-17,3175784.0,subway,2022
2022-03-18,3275433.0,subway,2022
2022-03-19,2001839.0,subway,2022
2022-03-20,1656673.0,subway,2022
2022-03-21,3034759.0,subway,2022
2022-03-22,3276940.0,subway,2022
2022-03-23,3275708.0,subway,2022
2022-03-24,3212181.0,subway,2022
2022-03-25,3218970.0,subway,2022
2022-03-26,2024596.0,subway,2022
2022-03-27,1534056.0,subway,2022
2022-03-28,2989874.0,subway,2022
2022-03-29,3291883.0,subway,2022
2022-03-30,3336073.0,subway,2022
2022-03-31,3323135.0,subway,2022
2022-04-01,3237107.0,subway,2022
2022-04-02,2128435.0,subway,2022
2022-04-03,1463932.0,subway,2022
2022-04-04,3127667.0,subway,2022
2022-04-05,3356454.0,subway,2022
2022-04-06,3311547.0,subway,2022
2022-04-07,3307076.0,subway,2022
2022-04-08,3347754.0,subway,2022
2022-04-09,2190396.0,subway,2022
2022-04-10,1707748.0,subway,2022
2022-04-11,3205728.0,subway,2022
2022-04-12,3078069.0,subway,2022
2022-04-13,3220964.0,subway,2022
2022-04-14,3297697.0,subway,2022
2022-04-15,2761532.0,subway,2022
2022-04-16,1986306.0,subway,2022
2022-04-17,1512633.0,subway,2022
2022-04-18,2676254.0,subway,2022
2022-04-19,2962130.0,subway,2022
2022-04-20,3098046.0,subway,2022
2022-04-21,3033422.0,subway,2022
2022-04-22,2985684.0,subway,2022
2022-04-23,2109188.0,subway,2022
2022-04-24,1655860.0,subway,2022
2022-04-25,3026541.0,subway,2022
2022-04-26,3281657.0,subway,2022
2022-04-27,3432282.0,subway,2022
2022-04-28,3404938.0,subway,2022
2022-04-29,3257634.0,subway,2022
2022-04-30,2108746.0,subway,2022
2022-05-01,1683953.0,subway,2022
2022-05-02,2732825.0,subway,2022
2022-05-03,3402882.0,subway,2022
2022-05-04,3364902.0,subway,2022
2022-05-05,3502522.0,subway,2022
2022-05-06,3190556.0,subway,2022
2022-05-07,1842808.0,subway,2022
2022-05-08,1582133.0,subway,2022
2022-05-09,3114506.0,subway,2022
2022-05-10,3412902.0,subway,2022
2022-05-11,3440378.0,subway,2022
2022-05-12,3430104.0,subway,2022
2022-05-13,3252002.0,subway,2022
2022-05-14,2149046.0,subway,2022
2022-05-15,1760359.0,subway,2022
2022-05-16,3080043.0,subway,2022
2022-05-17,3536021.0,subway,2022
2022-05-18,3605606.0,subway,2022
2022-05-19,3467327.0,subway,2022
2022-05-20,3271914.0,subway,2022
2022-05-21,2324245.0,subway,2022
2022-05-22,1760638.0,subway,2022
2022-05-23,3111755.0,subway,2022
2022-05-24,3378506.0,subway,2022
2022-05-25,3426530.0,subway,2022
2022-05-26,3341059.0,subway,2022
2022-05-27,3031130.0,subway,2022
2022-05-28,1872775.0,subway,2022
2022-05-29,1755236.0,subway,2022
2022-05-30,1694970.0,subway,2022
2022-05-31,3176109.0,subway,2022
2022-06-01,3381297.0,subway,2022
2022-06-02,3351902.0,subway,2022
2022-06-03,3283271.0,subway,2022
2022-06-04,2178024.0,subway,2022
2022-06-05,1724983.0,subway,2022
2022-06-06,3092181.0,subway,2022
2022-06-07,3392224.0,subway,2022
2022-06-08,3492805.0,subway,2022
2022-06-09,3297157.0,subway,2022
2022-06-10,3376125.0,subway,2022
2022-06-11,2231451.0,subway,2022
2022-06-12,1674607.0,subway,2022
2022-06-13,3168681.0,subway,2022
2022-06-14,3494822.0,subway,2022
2022-06-15,3526802.0,subway,2022
2022-06-16,3409624.0,subway,2022
2022-06-17,3247379.0,subway,2022
2022-06-18,2186635.0,subway,2022
2022-06-19,1725762.0,subway,2022
2022-06-20,2460659.0,subway,2022
2022-06-21,3339793.0,subway,2022
2022-06-22,3357113.0,subway,2022
2022-06-23,3407485.0,subway,2022
2022-06-24,3296412.0,subway,2022
2022-06-25,2286963.0,subway,2022
2022-06-26,2011977.0,subway,2022
2022-06-27,2932598.0,subway,2022
2022-06-28,3248338.0,subway,2022
2022-06-29,3249261.0,subway,2022
2022-06-30,3151572.0,subway,2022
2022-07-01,2827549.0,subway,2022
2022-07-02,1847093.0,subway,2022
2022-07-03,1654774.0,subway,2022
2022-07-04,1608084.0,subway,2022
2022-07-05,2802814.0,subway,2022
2022-07-06,3066462.0,subway,2022
2022-07-07,3115604.0,subway,2022
2022-07-08,2902322.0,subway,2022
2022-07-09,2061419.0,subway,2022
2022-07-10,1681041.0,subway,2022
2022-07-11,2876587.0,subway,2022
2022-07-12,3148320.0,subway,2022
2022-07-13,3229387.0,subway,2022
2022-07-14,3203104.0,subway,2022
2022-07-15,3021651.0,subway,2022
2022-07-16,2093206.0,subway,2022
2022-07-17,1674922.0,subway,2022
2022-07-18,2720012.0,subway,2022
2022-07-19,3169016.0,subway,2022
2022-07-20,3190942.0,subway,2022
2022-07-21,3109097.0,subway,2022
2022-07-22,2942752.0,subway,2022
2022-07-23,2028696.0,subway,2022
2022-07-24,1596195.0,subway,2022
2022-07-25,2727722.0,subway,2022
2022-07-26,3175001.0,subway,2022
2022-07-27,3232796.0,subway,2022
2022-07-28,3151913.0,subway,2022
2022-07-29,2932846.0,subway,2022
2022-07-30,2074421.0,subway,2022
2022-07-31,1649097.0,subway,2022
2022-08-01,2739262.0,subway,2022
2022-08-02,3070101.0,subway,2022
2022-08-03,3124038.0,subway,2022
2022-08-04,3049076.0,subway,2022
2022-08-05,2822155.0,subway,2022
2022-08-06,1999580.0,subway,2022
2022-08-07,1542311.0,subway,2022
2022-08-08,2705428.0,subway,2022
2022-08-09,3013784.0,subway,2022
2022-08-10,3134434.0,subway,2022
2022-08-11,3093548.0,subway,2022
2022-08-12,2963913.0,subway,2022
2022-08-13,2089217.0,subway,2022
2022-08-14,1677803.0,subway,2022
2022-08-15,2768347.0,subway,2022
2022-08-16,3045892.0,subway,2022
2022-08-17,3074027.0,subway,2022
2022-08-18,3077928.0,subway,2022
2022-08-19,2918737.0,subway,2022
2022-08-20,2038622.0,subway,2022
2022-08-21,1619422.0,subway,2022
2022-08-22,2622885.0,subway,2022
2022-08-23,2992615.0,subway,2022
2022-08-24,3020710.0,subway,2022
2022-08-25,3090901.0,subway,2022
2022-08-26,2863653.0,subway,2022
2022-08-27,2066542.0,subway,2022
2022-08-28,1651689.0,subway,2022
2022-08-29,2836374.0,subway,2022
2022-08-30,3091873.0,subway,2022
2022-08-31,3144027.0,subway,2022
2022-09-01,3114667.0,subway,2022
2022-09-02,2925306.0,subway,2022
2022-09-03,2116811.0,subway,2022
2022-09-04,1802349.0,subway,2022
2022-09-05,1691887.0,subway,2022
2022-09-06,3063503.0,subway,2022
2022-09-07,3444556.0,subway,2022
2022-09-08,3644407.0,subway,2022
2022-09-09,3481756.0,subway,2022
2022-09-10,2356865.0,subway,2022
2022-09-11,1737251.0,subway,2022
2022-09-12,3382150.0,subway,2022
2022-09-13,3618354.0,subway,2022
2022-09-14,3741978.0,subway,2022
2022-09-15,3747731.0,subway,2022
2022-09-16,3502358.0,subway,2022
2022-09-17,2350888.0,subway,2022
2022-09-18,1844317.0,subway,2022
2022-09-19,3369999.0,subway,2022
2022-09-20,3767024.0,subway,2022
2022-09-21,3878782.0,subway,2022
2022-09-22,3732919.0,subway,2022
2022-09-23,3626482.0,subway,2022
2022-09-24,2377091.0,subway,2022
2022-09-25,1759832.0,subway,2022
2022-09-26,2812853.0,subway,2022
2022-09-27,3204114.0,subway,2022
2022-09-28,3712354.0,subway,2022
2022-09-29,3707751.0,subway,2022
2022-09-30,3503239.0,subway,2022
2022-10-01,2032983.0,subway,2022
2022-10-02,1621851.0,subway,2022
2022-10-03,3370048.0,subway,2022
2022-10-04,3397689.0,subway,2022
2022-10-05,3077346.0,subway,2022
2022-10-06,3848909.0,subway,2022
2022-10-07,3591080.0,subway,2022
2022-10-08,2397249.0,subway,2022
2022-10-09,1917721.0,subway,2022
2022-10-10,2556722.0,subway,2022
2022-10-11,3649405.0,subway,2022
2022-10-12,3776129.0,subway,2022
2022-10-13,3682799.0,subway,2022
2022-10-14,3578772.0,subway,2022
2022-10-15,2363501.0,subway,2022
2022-10-16,1773903.0,subway,2022
2022-10-17,3314497.0,subway,2022
2022-10-18,3693627.0,subway,2022
2022-10-19,3814404.0,subway,2022
2022-10-20,3810901.0,subway,2022
2022-10-21,3570334.0,subway,2022
2022-10-22,2430406.0,subway,2022
2022-10-23,1740520.0,subway,2022
2022-10-24,3357840.0,subway,2022
2022-10-25,3712582.0,subway,2022
2022-10-26,3794534.0,subway,2022
2022-10-27,3892985.0,subway,2022
2022-10-28,3624748.0,subway,2022
2022-10-29,2440601.0,subway,2022
2022-10-30,1875953.0,subway,2022
2022-10-31,3410892.0,subway,2022
2022-11-01,3706707.0,subway,2022
2022-11-02,3788123.0,subway,2022
2022-11-03,3802455.0,subway,2022
2022-11-04,3586358.0,subway,2022
2022-11-05,2449943.0,subway,2022
2022-11-06,2116063.0,subway,2022
2022-11-07,3456868.0,subway,2022
2022-11-08,3431700.0,subway,2022
2022-11-09,3772030.0,subway,2022
2022-11-10,3802230.0,subway,2022
2022-11-11,2994708.0,subway,2022
2022-11-12,2431419.0,subway,2022
2022-11-13,1794024.0,subway,2022
2022-11-14,3401075.0,subway,2022
2022-11-15,3713627.0,subway,2022
2022-11-16,3751773.0,subway,2022
2022-11-17,3797815.0,subway,2022
2022-11-18,3539202.0,subway,2022
2022-11-19,2323449.0,subway,2022
2022-11-20,1721187.0,subway,2022
2022-11-21,3363626.0,subway,2022
2022-11-22,3548882.0,subway,2022
2022-11-23,3263998.0,subway,2022
2022-11-24,1382266.0,subway,2022
2022-11-25,2058658.0,subway,2022
2022-11-26,1999608.0,subway,2022
2022-11-27,1476228.0,subway,2022
2022-11-28,3265971.0,subway,2022
2022-11-29,3596894.0,subway,2022
2022-11-30,3568413.0,subway,2022
2022-12-01,3770495.0,subway,2022
2022-12-02,3600504.0,subway,2022
2022-12-03,2291687.0,subway,2022
2022-12-04,1990479.0,subway,2022
2022-12-05,3481640.0,subway,2022
2022-12-06,3753299.0,subway,2022
2022-12-07,3835333.0,subway,2022
2022-12-08,3931499.0,subway,2022
2022-12-09,3710928.0,subway,2022
2022-12-10,2663493.0,subway,2022
2022-12-11,1865579.0,subway,2022
2022-12-12,3466978.0,subway,2022
2022-12-13,3763568.0,subway,2022
2022-12-14,3777173.0,subway,2022
2022-12-15,3726154.0,subway,2022
2022-12-16,3270016.0,subway,2022
2022-12-17,2577771.0,subway,2022
2022-12-18,1967199.0,subway,2022
2022-12-19,3381411.0,subway,2022
2022-12-20,3586084.0,subway,2022
2022-12-21,3563236.0,subway,2022
2022-12-22,3187083.0,subway,2022
2022-12-23,2738016.0,subway,2022
2022-12-24,1411469.0,subway,2022
2022-12-25,1008452.0,subway,2022
2022-12-26,1812842.0,subway,2022
2022-12-27,2729514.0,subway,2022
2022-12-28,2947028.0,subway,2022
2022-12-29,3039432.0,subway,2022
2022-12-30,3063480.0,subway,2022
2022-12-31,1927101.0,subway,2022
2023-01-01,1675507.0,subway,2023
2023-01-02,1938154.0,subway,2023
2023-01-03,3175777.0,subway,2023
2023-01-04,3413052.0,subway,2023
2023-01-05,3428520.0,subway,2023
2023-01-06,3229858.0,subway,2023
2023-01-07,2116138.0,subway,2023
2023-01-08,1610764.0,subway,2023
2023-01-09,3145743.0,subway,2023
2023-01-10,3469177.0,subway,2023
2023-01-11,3508962.0,subway,2023
2023-01-12,3472709.0,subway,2023
2023-01-13,3270020.0,subway,2023
2023-01-14,2072387.0,subway,2023
2023-01-15,1705804.0,subway,2023
2023-01-16,2172218.0,subway,2023
2023-01-17,3451604.0,subway,2023
2023-01-18,3603344.0,subway,2023
2023-01-19,3492226.0,subway,2023
2023-01-20,3375887.0,subway,2023
2023-01-21,2137169.0,subway,2023
2023-01-22,1593386.0,subway,2023
2023-01-23,3135214.0,subway,2023
2023-01-24,3566756.0,subway,2023
2023-01-25,3511071.0,subway,2023
2023-01-26,3629029.0,subway,2023
2023-01-27,3335372.0,subway,2023
2023-01-28,2248107.0,subway,2023
2023-01-29,1637398.0,subway,2023
2023-01-30,3223530.0,subway,2023
2023-01-31,3654404.0,subway,2023
2023-02-01,3682758.0,subway,2023
2023-02-02,3699932.0,subway,2023
2023-02-03,3189550.0,subway,2023
2023-02-04,1742435.0,subway,2023
2023-02-05,1625375.0,subway,2023
2023-02-06,3372445.0,subway,2023
2023-02-07,3738539.0,subway,2023
2023-02-08,3780682.0,subway,2023
2023-02-09,3754859.0,subway,2023
2023-02-10,3539529.0,subway,2023
2023-02-11,2333625.0,subway,2023
2023-02-12,1746099.0,subway,2023
2023-02-13,3303337.0,subway,2023
2023-02-14,3812943.0,subway,2023
2023-02-15,3762817.0,subway,2023
2023-02-16,3683782.0,subway,2023
2023-02-17,3253165.0,subway,2023
2023-02-18,2271106.0,subway,2023
2023-02-19,1824136.0,subway,2023
2023-02-20,2238557.0,subway,2023
2023-02-21,3325542.0,subway,2023
2023-02-22,3454362.0,subway,2023
2023-02-23,3498367.0,subway,2023
2023-02-24,3246699.0,subway,2023
2023-02-25,2043635.0,subway,2023
2023-02-26,1625191.0,subway,2023
2023-02-27,3337916.0,subway,2023
2023-02-28,3412079.0,subway,2023
2023-03-01,3780713.0,subway,2023
2023-03-02,3765925.0,subway,2023
2023-03-03,3481830.0,subway,2023
2023-03-04,2173217.0,subway,2023
2023-03-05,1772121.0,subway,2023
2023-03-06,3427019.0,subway,2023
2023-03-07,3773780.0,subway,2023
2023-03-08,3842861.0,subway,2023
2023-03-09,3827656.0,subway,2023
2023-03-10,3502339.0,subway,2023
2023-03-11,2230530.0,subway,2023
2023-03-12,1773585.0,subway,2023
2023-03-13,3352388.0,subway,2023
2023-03-14,3577250.0,subway,2023
2023-03-15,3912366.0,subway,2023
2023-03-16,3949788.0,subway,2023
2023-03-17,3661519.0,subway,2023
2023-03-18,2417873.0,subway,2023
2023-03-19,1894476.0,subway,2023
2023-03-20,3442589.0,subway,2023
2023-03-21,3801084.0,subway,2023
2023-03-22,3797399.0,subway,2023
2023-03-23,3774396.0,subway,2023
2023-03-24,3534300.0,subway,2023
2023-03-25,2153554.0,subway,2023
2023-03-26,1939984.0,subway,2023
2023-03-27,3397258.0,subway,2023
2023-03-28,3765920.0,subway,2023
2023-03-29,3872948.0,subway,2023
2023-03-30,3860289.0,subway,2023
2023-03-31,3573735.0,subway,2023
2023-04-01,2283533.0,subway,2023
2023-04-02,1949665.0,subway,2023
2023-04-03,3597785.0,subway,2023
2023-04-04,3906882.0,subway,2023
2023-04-05,3799965.0,subway,2023
2023-04-06,3421271.0,subway,2023
2023-04-07,3130675.0,subway,2023
2023-04-08,2393347.0,subway,2023
2023-04-09,1855826.0,subway,2023
2023-04-10,3142740.0,subway,2023
2023-04-11,3537843.0,subway,2023
2023-04-12,3576687.0,subway,2023
2023-04-13,3628304.0,subway,2023
2023-04-14,3471420.0,subway,2023
2023-04-15,2365464.0,subway,2023
2023-04-16,1864753.0,subway,2023
2023-04-17,3418834.0,subway,2023
2023-04-18,3862133.0,subway,2023
2023-04-19,3927706.0,subway,2023
2023-04-20,4002433.0,subway,2023
2023-04-21,3492257.0,subway,2023
2023-04-22,2506140.0,subway,2023
2023-04-23,1923243.0,subway,2023
2023-04-24,3561262.0,subway,2023
2023-04-25,3956922.0,subway,2023
2023-04-26,3994837.0,subway,2023
2023-04-27,3999831.0,subway,2023
2023-04-28,3703088.0,subway,2023
2023-04-29,2179978.0,subway,2023
2023-04-30,1744098.0,subway,2023
2023-05-01,3664755.0,subway,2023
2023-05-02,3961858.0,subway,2023
2023-05-03,4030601.0,subway,2023
2023-05-04,3985001.0,subway,2023
2023-05-05,3759375.0,subway,2023
2023-05-06,2563102.0,subway,2023
2023-05-07,2033790.0,subway,2023
2023-05-08,3563340.0,subway,2023
2023-05-09,3925555.0,subway,2023
2023-05-10,4014009.0,subway,2023
2023-05-11,4015942.0,subway,2023
2023-05-12,3723192.0,subway,2023
2023-05-13,2487178.0,subway,2023
2023-05-14,1926966.0,subway,2023
2023-05-15,3553443.0,subway,2023
2023-05-16,4002015.0,subway,2023
2023-05-17,4104786.0,subway,2023
2023-05-18,4082154.0,subway,2023
2023-05-19,3789929.0,subway,2023
2023-05-20,2314672.0,subway,2023
2023-05-21,2132724.0,subway,2023
2023-05-22,3571748.0,subway,2023
2023-05-23,3929003.0,subway,2023
2023-05-24,3960264.0,subway,2023
2023-05-25,3859385.0,subway,2023
2023-05-26,3496511.0,subway,2023
2023-05-27,2375741.0,subway,2023
2023-05-28,2029088.0,subway,2023
2023-05-29,1952779.0,subway,2023
2023-05-30,3714864.0,subway,2023
2023-05-31,3911382.0,subway,2023
2023-06-01,3894167.0,subway,2023
2023-06-02,3626490.0,subway,2023
2023-06-03,2411704.0,subway,2023
2023-06-04,1988330.0,subway,2023
2023-06-05,3544106.0,subway,2023
2023-06-06,3929131.0,subway,2023
2023-06-07,3743889.0,subway,2023
2023-06-08,3268529.0,subway,2023
2023-06-09,3425232.0,subway,2023
2023-06-10,2608756.0,subway,2023
2023-06-11,2075651.0,subway,2023
2023-06-12,3479404.0,subway,2023
2023-06-13,3968160.0,subway,2023
2023-06-14,3893073.0,subway,2023
2023-06-15,3928393.0,subway,2023
2023-06-16,3395938.0,subway,2023
2023-06-17,2399521.0,subway,2023
2023-06-18,1977582.0,subway,2023
2023-06-19,2636887.0,subway,2023
2023-06-20,3782810.0,subway,2023
2023-06-21,3902298.0,subway,2023
2023-06-22,3782472.0,subway,2023
2023-06-23,3470575.0,subway,2023
2023-06-24,2467994.0,subway,2023
2023-06-25,2222704.0,subway,2023
2023-06-26,3341322.0,subway,2023
2023-06-27,3744227.0,subway,2023
2023-06-28,3634270.0,subway,2023
2023-06-29,3653631.0,subway,2023
2023-06-30,3259767.0,subway,2023
2023-07-01,2239529.0,subway,2023
2023-07-02,1783757.0,subway,2023
2023-07-03,2662052.0,subway,2023
2023-07-04,1791179.0,subway,2023
2023-07-05,3318379.0,subway,2023
2023-07-06,3494806.0,subway,2023
2023-07-07,3292266.0,subway,2023
2023-07-08,2308794.0,subway,2023
2023-07-09,1776607.0,subway,2023
2023-07-10,3208730.0,subway,2023
2023-07-11,3613670.0,subway,2023
2023-07-12,3696737.0,subway,2023
2023-07-13,3648007.0,subway,2023
2023-07-14,3209393.0,subway,2023
2023-07-15,2326054.0,subway,2023
2023-07-16,1599858.0,subway,2023
2023-07-17,3282092.0,subway,2023
2023-07-18,3584819.0,subway,2023
2023-07-19,3679343.0,subway,2023
2023-07-20,3711017.0,subway,2023
2023-07-21,3227154.0,subway,2023
2023-07-22,2459990.0,subway,2023
2023-07-23,1984503.0,subway,2023
2023-07-24,3255379.0,subway,2023
2023-07-25,3630414.0,subway,2023
2023-07-26,3758378.0,subway,2023
2023-07-27,3580012.0,subway,2023
2023-07-28,3266199.0,subway,2023
2023-07-29,2251524.0,subway,2023
2023-07-30,1952433.0,subway,2023
2023-07-31,3204920.0,subway,2023
2023-08-01,3598379.0,subway,2023
2023-08-02,3640307.0,subway,2023
2023-08-03,3609076.0,subway,2023
2023-08-04,3228510.0,subway,2023
2023-08-05,2364364.0,subway,2023
2023-08-06,1910841.0,subway,2023
2023-08-07,3041001.0,subway,2023
2023-08-08,3510047.0,subway,2023
2023-08-09,3613062.0,subway,2023
2023-08-10,3429304.0,subway,2023
2023-08-11,3311714.0,subway,2023
2023-08-12,2366787.0,subway,2023
2023-08-13,1953558.0,subway,2023
2023-08-14,3092801.0,subway,2023
2023-08-15,3385996.0,subway,2023
2023-08-16,3447648.0,subway,2023
2023-08-17,3385056.0,subway,2023
2023-08-18,3182516.0,subway,2023
2023-08-19,2358962.0,subway,2023
2023-08-20,1870625.0,subway,2023
2023-08-21,2971166.0,subway,2023
2023-08-22,3352769.0,subway,2023
2023-08-23,3412842.0,subway,2023
2023-08-24,3297927.0,subway,2023
2023-08-25,3034255.0,subway,2023
2023-08-26,2281885.0,subway,2023
2023-08-27,1909806.0,subway,2023
2023-08-28,3121505.0,subway,2023
2023-08-29,3401088.0,subway,2023
2023-08-30,3462970.0,subway,2023
2023-08-31,3450532.0,subway,2023
2023-09-01,3196284.0,subway,2023
2023-09-02,2307416.0,subway,2023
2023-09-03,2013506.0,subway,2023
2023-09-04,1879819.0,subway,2023
2023-09-05,3483755.0,subway,2023
2023-09-06,3712071.0,subway,2023
2023-09-07,3867746.0,subway,2023
2023-09-08,3609701.0,subway,2023
2023-09-09,2425515.0,subway,2023
2023-09-10,1822230.0,subway,2023
2023-09-11,3596538.0,subway,2023
2023-09-12,4014480.0,subway,2023
2023-09-13,3938516.0,subway,2023
2023-09-14,4045169.0,subway,2023
2023-09-15,3694845.0,subway,2023
2023-09-16,2446139.0,subway,2023
2023-09-17,1988003.0,subway,2023
2023-09-18,3539047.0,subway,2023
2023-09-19,4140301.0,subway,2023
2023-09-20,4179861.0,subway,2023
2023-09-21,4139288.0,subway,2023
2023-09-22,3840412.0,subway,2023
2023-09-23,2116140.0,subway,2023
2023-09-24,1701656.0,subway,2023
2023-09-25,2885921.0,subway,2023
2023-09-26,3946624.0,subway,2023
2023-09-27,4074930.0,subway,2023
2023-09-28,4051444.0,subway,2023
2023-09-29,2467295.0,subway,2023
2023-09-30,2205573.0,subway,2023
2023-10-01,1995361.0,subway,2023
2023-10-02,3649389.0,subway,2023
2023-10-03,4008201.0,subway,2023
2023-10-04,4026878.0,subway,2023
2023-10-05,4030304.0,subway,2023
2023-10-06,3639729.0,subway,2023
2023-10-07,2199478.0,subway,2023
2023-10-08,2044534.0,subway,2023
2023-10-09,2833654.0,subway,2023
2023-10-10,3954925.0,subway,2023
2023-10-11,4056504.0,subway,2023
2023-10-12,4104598.0,subway,2023
2023-10-13,3560964.0,subway,2023
2023-10-14,2219786.0,subway,2023
2023-10-15,2013096.0,subway,2023
2023-10-16,3661144.0,subway,2023
2023-10-17,4021342.0,subway,2023
2023-10-18,4074460.0,subway,2023
2023-10-19,4121563.0,subway,2023
2023-10-20,3616336.0,subway,2023
2023-10-21,2438387.0,subway,2023
2023-10-22,1983271.0,subway,2023
2023-10-23,3667240.0,subway,2023
2023-10-24,4040571.0,subway,2023
2023-10-25,4120011.0,subway,2023
2023-10-26,4142420.0,subway,2023
2023-10-27,3853546.0,subway,2023
2023-10-28,2743759.0,subway,2023
2023-10-29,1834459.0,subway,2023
2023-10-30,3623778.0,subway,2023
2023-10-31,4016482.0,subway,2023
2023-11-01,4043524.0,subway,2023
2023-11-02,4082807.0,subway,2023
2023-11-03,3808235.0,subway,2023
2023-11-04,2588115.0,subway,2023
2023-11-05,2310457.0,subway,2023
2023-11-06,3686141.0,subway,2023
2023-11-07,3655078.0,subway,2023
2023-11-08,4066029.0,subway,2023
2023-11-09,4020939.0,subway,2023
2023-11-10,3611367.0,subway,2023
2023-11-11,2588540.0,subway,2023
2023-11-12,1947270.0,subway,2023
2023-11-13,3597029.0,subway,2023
2023-11-14,3991767.0,subway,2023
2023-11-15,4036442.0,subway,2023
2023-11-16,4048862.0,subway,2023
2023-11-17,3741391.0,subway,2023
2023-11-18,2477547.0,subway,2023
2023-11-19,1943926.0,subway,2023
2023-11-20,3647283.0,subway,2023
2023-11-21,3774952.0,subway,2023
2023-11-22,3378351.0,subway,2023
2023-11-23,1628385.0,subway,2023
2023-11-24,2457591.0,subway,2023
2023-11-25,2123590.0,subway,2023
2023-11-26,1686490.0,subway,2023
2023-11-27,3523494.0,subway,2023
2023-11-28,3916476.0,subway,2023
2023-11-29,4032882.0,subway,2023
2023-11-30,4072271.0,subway,2023
2023-12-01,3723171.0,subway,2023
2023-12-02,2748170.0,subway,2023
2023-12-03,1827959.0,subway,2023
2023-12-04,3709458.0,subway,2023
2023-12-05,3991835.0,subway,2023
2023-12-06,4116059.0,subway,2023
2023-12-07,4088438.0,subway,2023
2023-12-08,3863961.0,subway,2023
2023-12-09,2922085.0,subway,2023
2023-12-10,1838048.0,subway,2023
2023-12-11,3642743.0,subway,2023
2023-12-12,4051574.0,subway,2023
2023-12-13,4067457.0,subway,2023
2023-12-14,4122091.0,subway,2023
2023-12-15,3845234.0,subway,2023
2023-12-16,2866544.0,subway,2023
2023-12-17,1954707.0,subway,2023
2023-12-18,3314782.0,subway,2023
2023-12-19,3912934.0,subway,2023
2023-12-20,3838407.0,subway,2023
2023-12-21,3675448.0,subway,2023
2023-12-22,3372318.0,subway,2023
2023-12-23,2244175.0,subway,2023
2023-12-24,1657096.0,subway,2023
2023-12-25,1273729.0,subway,2023
2023-12-26,2668642.0,subway,2023
2023-12-27,2912007.0,subway,2023
2023-12-28,3064841.0,subway,2023
2023-12-29,3198885.0,subway,2023
2023-12-30,2440211.0,subway,2023
2023-12-31,1934651.0,subway,2023
2024-01-01,1648734.0,subway,2024
2024-01-02,3290639.0,subway,2024
2024-01-03,3555082.0,subway,2024
2024-01-04,3560703.0,subway,2024
2024-01-05,3263064.0,subway,2024
2024-01-06,1942458.0,subway,2024
2024-01-07,1472438.0,subway,2024
2024-01-08,3303727.0,subway,2024
2024-01-09,3353192.0,subway,2024
2024-01-10,3557166.0,subway,2024
2024-01-11,3688916.0,subway,2024
2024-01-12,3365791.0,subway,2024
2024-01-13,2167383.0,subway,2024
2024-01-14,1743556.0,subway,2024
2024-01-15,2169917.0,subway,2024
2024-01-16,3235935.0,subway,2024
2024-01-17,3616923.0,subway,2024
2024-01-18,3655850.0,subway,2024
2024-01-19,3176408.0,subway,2024
2024-01-20,2024041.0,subway,2024
2024-01-21,1576126.0,subway,2024
2024-01-22,3305387.0,subway,2024
2024-01-23,3652488.0,subway,2024
2024-01-24,3666907.0,subway,2024
2024-01-25,3681867.0,subway,2024
2024-01-26,3380816.0,subway,2024
2024-01-27,2283244.0,subway,2024
2024-01-28,1549077.0,subway,2024
2024-01-29,3297571.0,subway,2024
2024-01-30,3717520.0,subway,2024
2024-01-31,3808584.0,subway,2024
2024-02-01,3814682.0,subway,2024
2024-02-02,3457807.0,subway,2024
2024-02-03,2324038.0,subway,2024
2024-02-04,1742107.0,subway,2024
2024-02-05,3481777.0,subway,2024
2024-02-06,3857533.0,subway,2024
2024-02-07,3900992.0,subway,2024
2024-02-08,3903673.0,subway,2024
2024-02-09,3547321.0,subway,2024
2024-02-10,2385448.0,subway,2024
2024-02-11,1774698.0,subway,2024
2024-02-12,3374596.0,subway,2024
2024-02-13,2273584.0,subway,2024
2024-02-14,3963628.0,subway,2024
2024-02-15,3874860.0,subway,2024
2024-02-16,3504536.0,subway,2024
2024-02-17,2178047.0,subway,2024
2024-02-18,1850840.0,subway,2024
2024-02-19,2244741.0,subway,2024
2024-02-20,3490990.0,subway,2024
2024-02-21,3591484.0,subway,2024
2024-02-22,3588173.0,subway,2024
2024-02-23,3219121.0,subway,2024
2024-02-24,2308808.0,subway,2024
2024-02-25,1740477.0,subway,2024
2024-02-26,3439079.0,subway,2024
2024-02-27,3802458.0,subway,2024
2024-02-28,3784177.0,subway,2024
2024-02-29,3905888.0,subway,2024
2024-03-01,3573658.0,subway,2024
2024-03-02,2094029.0,subway,2024
2024-03-03,1961510.0,subway,2024
2024-03-04,3539671.0,subway,2024
2024-03-05,3819514.0,subway,2024
2024-03-06,3865589.0,subway,2024
2024-03-07,3893731.0,subway,2024
2024-03-08,3685219.0,subway,2024
2024-03-09,2128635.0,subway,2024
2024-03-10,1803578.0,subway,2024
2024-03-11,3497588.0,subway,2024
2024-03-12,3988438.0,subway,2024
2024-03-13,4024943.0,subway,2024
2024-03-14,4049186.0,subway,2024
2024-03-15,3643013.0,subway,2024
2024-03-16,2553056.0,subway,2024
2024-03-17,1972170.0,subway,2024
